phone_carrier,phone_disposable_validation,phone_ported_original_carrier,phone_ported_validation,phone_social_number_of_names_returned,phone_social_number_of_photos_returned,phone_social_registered_ecommerce_profiles,phone_social_registered_email_provider_profiles,phone_social_registered_messaging_profiles,phone_social_registered_professional_profiles,phone_social_registered_profiles,phone_social_registered_social_media_profiles,email_deliverable_validation,email_disposable_validation,email_domain_free_provider_flag,email_is_breached_flag,email_number_of_breaches,email_social_number_of_names_returned,email_social_number_of_photos_returned,email_social_registered_consumer_electronics_profiles,email_social_registered_ecommerce_profiles,email_social_registered_email_provider_profiles,email_social_registered_entertainment_profiles,email_social_registered_messaging_profiles,email_social_registered_professional_profiles,email_social_registered_profiles,email_social_registered_social_media_profiles,email_social_registered_travel_profiles,website_exists,label
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,0,1,1,5,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,6.0,1.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,1,0,0,1,0,1,0,True,False,True,True,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,1,4,2,True,False,True,True,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,4,3,True,False,True,True,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,1,4,2,True,False,True,True,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,1,4,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,1,1,1,1,5,1,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,False,0,1,0,1,1,0,2,0,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,0,1,0,4,2,True,False,True,True,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,2.0,0.0,True,0
Avantel S.A.,False,WOM Partners Telecom Colombia SAS,True,0,1,0,0,1,1,5,3,True,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,False,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,1,4,2,True,False,True,True,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,4.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,1,1,0,1,0,4,2,True,False,True,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,1,0,1,1,0,3,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,0,3,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,1,5,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,0,1,0,4,2,True,False,True,True,2.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,9.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,False,0,0,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,1,5,3,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,3.0,0.0,True,0
Colombia Movil S.A. E.S.P.,False,Tigo Colombia Móvil S.A. ESP,False,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,1,1,1,5,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,3.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,0.0,True,1
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,0,3,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
COMUNICACION CELULAR S.A.,False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,0,0,1,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,True,0
Virgin Mobile (Colombia),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,True,0,0,0,1,1,0,3,1,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,3,2,True,False,True,True,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,True,0
Partners Telecom (WOM),False,WOM Partners Telecom Colombia SAS,True,0,1,0,1,1,0,2,0,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,1,0,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,2,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,False,0,0,1,0,1,1,5,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,1,0,0,1,0,3,2,True,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,1,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,0,2,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,1,1,1,6,2,True,False,True,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,1,1,0,5,3,True,False,True,True,9.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,10.0,3.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,True,0
Telefonica Colombia (Movistar),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,False,0,1,0,0,1,0,1,0,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,3.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,1,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,8.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,1,1,0,3,1,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,0,1,0,1,0,3,1,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,1,3,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,1,0,1,0,4,2,True,False,True,True,8.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,3.0,0.0,True,0
Movistar,False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.0,True,0
COMUNICACION CELULAR S.A.,False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,1,4,2,True,False,True,True,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,True,0
Telefonica Colombia (Movistar),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,True,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,0,3,2,True,False,True,True,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,0,2,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,False,0,0,0,0,1,0,2,1,True,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,False,0,1,1,1,1,1,7,3,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,1,4,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,5.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,0,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,True,0
COMUNICACION CELULAR S.A.,False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0
COMUNICACION CELULAR S.A.,False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,1,1,1,6,3,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,1,1,1,6,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,10.0,5.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,1,4,2,True,False,False,False,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,False,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,1,1,1,5,2,True,False,False,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,False,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,True,0
Partners Telecom (WOM),False,WOM Partners Telecom Colombia SAS,False,0,1,0,1,1,0,2,0,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0
Virgin Mobile (Colombia),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,True,0
COMUNICACION CELULAR S.A.,False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,1,0,1,1,5,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,5.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,True,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,0,1,1,5,2,True,False,True,True,5.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,2,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,1,1,1,1,5,1,True,False,True,True,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,4.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,True,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,True,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,8.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,1,1,1,0,5,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,1,0,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,0,1,1,1,1,7,3,True,False,True,True,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,1,0,1,1,6,3,True,False,True,True,9.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,11.0,5.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,0,0,0,0,True,False,True,True,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,0,1,1,1,1,7,3,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,7.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,0,3,1,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,1,0,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,1,0,0,1,0,3,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,0,1,0,3,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,1,1,0,1,1,6,3,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,0,1,3,2,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,True,1
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,0,0,1,1,0,5,3,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,0,3,1,True,False,True,False,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,0,2,1,True,False,True,True,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,0.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,0,2,1,True,False,False,False,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,True,1
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,2,1,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,1,4,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,1,0,1,1,0,4,2,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,0,0,1,1,1,5,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,False,0,0,0,0,1,1,4,2,True,False,True,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,0,0,0,1,0,4,3,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,7.0,4.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,4.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,1,0,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,True,0
Colombia Movil (Tigo),False,Tigo Colombia Móvil S.A. ESP,True,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,9.0,4.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,0,1,0,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,True,0
Virgin Mobile (Colombia),False,Virgin Mobile Virgin Mobile Colombia S.A.S.,True,0,1,0,0,1,0,3,2,True,False,True,True,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,9.0,5.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),False,0,0,0,0,1,1,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,3.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,0,0,0,1,0,3,2,True,False,True,True,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,0,3,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,True,0
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,False,0,0,0,1,1,1,5,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,True,0
Comcel S.A. (Claro),False,Claro Comunicacion Celular S.A. (Comcel),True,0,1,0,0,1,0,3,2,True,False,True,True,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,9.0,3.0,0.0,True,0
EMPRESA DE TELECOMUNICACIONES DE BOGOTA,False,eTb Empresa de Telecomunicaciones de Bogotá S.A. ESP,True,0,1,0,0,1,0,3,2,True,False,True,True,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,True,1
Telefonica Colombia (Movistar),False,Movistar Colombia Telecomunicaciones S.A. ESP,True,0,1,0,1,1,0,4,2,True,False,True,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,2.0,0.0,True,0
